A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,D1,D2,D3,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32
EU,Female,Graduate school and higher,Both,25,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,4,4,3,4,2,4,3,4,3,3,3,4,3,3,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3,3,3,3,2,5,5,5,5,4,3,4,3,2,2,3,3,1,2,3,4,3,2,2,3,2,1,2,5,4,4,5,5,5,1,2,1,4,1,5,3,4,4,1,5,5,4,4,4,3,1,1,4,2,4,3,1,4,4,1
Asia,Female,High school,A pet,18,Asian,"Single, never married",A student,No,More than a month,Worried,2,2,4,2,5,2,4,4,4,5,2,2,4,4,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,4,4,4,3,3,5,5,5,5,4,2,4,3,3,3,3,3,2,3,4,4,2,2,3,4,4,2,3,2,4,3,4,5,4,3,3,3,3,1,5,4,4,4,3,4,3,3,4,3,4,4,3,4,2,5,3,1,4,3,4
US/Canada,Female,High school,Both,19,White,"Single, never married",Self-employed,Yes,More than a month,Very worried,2,4,5,5,5,1,5,5,5,5,5,4,5,4,5,More than 3 years,"RPG, Simulation",Almost every week,4,4,4,3,4,4,4,5,5,4,4,4,1,2,2,3,4,1,4,4,4,4,1,1,4,4,4,4,5,5,5,5,5,5,1,2,1,5,1,5,5,5,5,2,5,5,5,5,3,2,1,1,5,4,5,5,2,5,2,4
Asia,Male,Undergraduate school,A pet,29,Asian,"Single, never married",A student,Yes,More than a month,A little,5,4,5,3,5,2,5,4,5,5,5,5,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,4,4,3,3,2,4,4,2,3,4,2,4,1,1,4,4,4,3,2,4,4,2,3,2,4,3,1,2,5,5,5,5,4,4,1,4,4,5,1,4,4,5,5,2,3,4,4,4,3,1,1,1,5,4,4,4,1,5,4,4
Asia,Female,Graduate school and higher,Both,28,Asian,Married or domestic partnership,Self-employed,Yes,More than a month,Very worried,5,1,5,1,5,1,5,1,5,1,5,2,4,1,5,More than 3 years,"Action, Adventure, Simulation, Strategy",Everyday,3,4,3,3,3,5,5,5,5,4,3,4,3,1,4,3,2,3,3,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,1,4,3,4,5,5,5,5,4,3,4,4,4,4,2,2,4,2,4,4,4,4,2,4,4,4
US/Canada,Female,Undergraduate school,A pet,55,White,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,4,3,4,3,4,2,4,3,5,5,4,4,4,4,5,More than 3 years,"RPG, Simulation, Puzzle",Everyday,4,4,2,2,4,5,5,5,5,4,3,4,2,2,2,3,2,3,3,3,3,3,3,2,4,2,4,3,5,5,5,5,5,5,1,2,1,5,2,5,4,5,5,1,5,5,5,5,4,1,2,1,4,4,5,5,1,5,2,2
Other,Female,High school,Both,18,White,"Single, never married",A student,Yes,More than a month,Worried,4,4,4,3,5,3,5,4,4,5,3,4,4,2,5,More than 3 years,"RPG, Simulation",Almost everyday,4,4,3,3,2,5,5,2,5,4,2,4,1,2,2,3,2,2,2,2,4,2,2,1,4,3,2,2,4,3,4,4,4,4,2,2,2,4,3,4,3,4,4,2,3,4,4,4,3,3,2,2,4,3,3,4,2,4,3,2
Other,Female,Graduate school and higher,Both,28,White,Married or domestic partnership,Out of work but not currently looking for work,No,No self-isolation/social distancing,Worried,4,4,4,4,5,2,3,4,3,5,3,5,4,3,4,More than 3 years,RPG,Almost everyday,2,4,2,3,3,3,3,5,4,3,1,4,1,1,3,4,2,3,1,3,4,2,1,1,2,4,2,3,5,4,3,5,5,5,2,2,2,4,1,5,4,5,4,2,5,5,4,5,5,2,2,1,3,5,5,5,2,4,4,2
Other,Female,Undergraduate school,A garden,18,White,"Single, never married",A student,Yes,More than 3 weeks,Worried,4,3,4,2,4,1,5,3,5,4,2,4,4,2,4,More than 3 years,"Adventure, RPG, Simulation",Everyday,4,4,4,2,3,5,5,5,5,4,2,4,3,3,4,4,2,4,3,4,3,2,2,3,4,4,4,4,5,4,5,5,5,5,1,2,2,4,1,5,2,5,4,1,4,4,5,5,5,2,1,1,3,3,4,4,1,5,2,1
Asia,Female,Undergraduate school,None,26,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,5,4,5,2,5,1,5,4,5,5,4,5,4,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,3,4,4,4,4,4,4,4,4,1,4,2,3,2,4,4,2,3,4,2,1,4,2,4,3,2,4,4,4,1,4,5,4,1,5,1,4,1,5,4,4,4,1,4,5,4,4,5,3,4,1,4,3,5,5,2,4,4,4
US/Canada,Female,Graduate school and higher,Both,33,White,Married or domestic partnership,Self-employed,No,No self-isolation/social distancing,A little,4,4,5,5,5,4,5,4,5,5,4,5,5,5,5,0-1 years,RPG,Every week,2,2,3,1,3,1,1,1,3,4,1,3,1,2,3,4,3,4,3,4,4,4,2,4,4,3,4,2,3,4,4,4,4,3,1,3,5,4,1,5,2,4,4,4,5,4,4,5,5,2,2,2,4,3,3,3,2,2,2,4
Other,Female,High school,Both,27,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,3,4,5,3,4,1,5,5,5,3,3,5,5,5,5,More than 3 years,"Adventure, Strategy",Almost every week,4,3,4,1,4,5,5,5,5,4,3,4,4,2,4,4,2,2,3,4,1,3,4,1,4,4,4,4,5,5,5,5,5,5,1,3,1,5,1,5,3,5,5,1,5,5,5,5,2,1,1,1,5,5,5,4,1,5,2,1
Asia,Male,Undergraduate school,A pet,30,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,2,5,2,5,1,5,1,5,1,5,2,5,1,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3,2,3,3,3,5,5,5,5,4,1,4,1,2,3,4,3,1,3,3,4,3,2,1,3,4,3,3,5,3,4,4,4,5,1,1,4,4,4,5,5,4,5,3,4,5,5,5,5,1,1,1,4,5,4,5,2,5,5,4
Asia,Female,Undergraduate school,Both,33,Asian,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,5,4,5,2,5,1,5,5,4,5,4,4,5,2,5,More than 3 years,"Adventure, RPG, Strategy",Everyday,4,4,4,2,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,3,3
Asia,Male,High school,Both,17,Asian,"Single, never married",A student,Yes,More than a month,Worried,3,3,4,3,4,1,3,3,3,3,3,3,3,3,4,More than 3 years,"Action, Adventure, RPG, Simulation, Rhythm",Everyday,4,4,3,3,3,5,5,5,4,4,2,4,1,3,3,3,2,2,3,3,4,1,1,1,4,2,4,4,4,4,5,5,5,5,1,2,2,2,1,5,2,5,4,1,4,5,5,5,5,1,1,1,4,1,4,5,1,5,2,1
US/Canada,Female,Undergraduate school,A pet,39,White,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,4,3,4,3,5,4,4,4,5,5,4,4,4,4,5,More than 3 years,"RPG, Simulation",Almost everyday,4,3,3,3,3,5,5,5,5,4,3,4,1,3,3,4,3,4,3,3,4,4,1,2,3,3,4,4,5,5,5,5,5,5,2,2,1,4,1,5,4,5,4,1,4,4,5,5,3,2,1,1,5,4,5,5,2,5,4,1
Other,Female,Undergraduate school,A pet,25,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,5,4,5,2,5,1,5,4,5,5,5,4,5,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,3,4,4,2,5,5,5,5,4,2,4,1,2,2,4,4,3,3,4,4,4,4,4,4,2,4,3,5,5,5,5,5,5,3,5,3,5,3,5,5,5,5,2,5,5,5,5,5,3,2,3,5,5,5,5,3,5,5,2
EU,Female,High school,A garden,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,4,4,5,2,5,4,4,4,4,4,5,3,4,More than 3 years,"Adventure, RPG",Less than every month,3,4,3,1,3,5,5,4,3,4,1,4,3,3,3,2,2,1,1,3,1,1,1,3,3,4,1,4,5,4,5,5,5,5,1,2,1,4,1,5,5,5,4,2,4,5,5,5,3,2,1,1,3,1,5,5,1,5,4,2
EU,Female,Undergraduate school,None,26,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,2,4,4,4,2,5,4,5,4,4,5,5,2,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3,3,4,4,3,5,5,5,4,4,3,4,1,3,3,4,2,1,3,3,3,4,1,1,4,3,3,3,5,4,5,5,5,5,2,4,2,4,2,5,4,5,5,1,4,5,5,5,5,1,1,1,5,5,5,5,1,4,2,1
Asia,Female,Undergraduate school,None,22,Asian,"Single, never married",A student,Yes,More than a month,Worried,3,4,4,3,4,1,5,4,4,4,4,4,4,3,5,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,4,4,4,1,3,5,5,5,4,4,2,4,3,2,3,3,3,4,4,2,3,1,2,4,4,3,1,3,5,4,5,5,5,5,1,3,1,3,2,5,4,5,5,1,5,5,5,5,3,1,2,1,5,5,5,5,2,5,4,3
US/Canada,Female,Graduate school and higher,Both,31,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,4,5,3,5,2,5,4,4,5,2,5,5,4,5,More than 3 years,"Adventure, Simulation, Strategy, Puzzle",Almost everyday,4,4,4,2,4,5,5,5,5,3,1,4,1,3,3,4,3,4,3,4,4,4,3,2,4,2,4,2,5,4,4,5,5,5,2,3,2,5,1,5,5,5,4,1,5,5,5,5,4,1,1,1,5,4,4,4,2,5,5,1
Asia,Female,Undergraduate school,Both,35,Asian,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,3,4,4,3,4,5,5,5,3,4,4,5,4,5,4,More than 3 years,"Adventure, RPG, Strategy",Almost every week,2,2,2,2,2,4,4,4,4,4,2,4,2,3,2,3,3,2,3,2,3,4,1,3,4,3,2,2,4,3,3,4,5,4,2,3,3,4,1,4,4,3,4,4,3,3,3,3,4,2,2,2,3,3,2,4,1,3,4,2
EU,Female,Undergraduate school,Both,23,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,4,5,3,5,3,5,5,5,5,3,3,3,5,5,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,2,2,4,4,3,5,5,5,5,4,2,3,2,2,1,2,3,3,4,3,4,2,1,1,4,4,2,1,5,4,2,5,4,4,1,3,2,3,2,5,3,4,4,2,3,4,4,5,4,1,5,1,3,4,3,3,2,3,1,2
US/Canada,Female,Undergraduate school,Both,26,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,1,2,4,2,4,1,5,3,4,5,2,3,3,3,5,More than 3 years,"RPG, Simulation",Every week,3,3,4,4,2,5,5,5,5,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,3,5,5,5,5,1,4,2,4,3,5,5,5,5,3,4,4,5,5,5,1,3,1,5,4,5,5,1,5,5,2
Asia,Female,Graduate school and higher,Both,25,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,2,2,4,2,4,2,5,4,4,4,4,5,4,2,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,4,4,4,4,2,5,5,5,5,4,2,4,1,2,3,4,3,1,3,4,4,4,1,2,2,4,2,2,5,4,4,5,5,5,1,2,4,4,5,5,2,5,4,1,4,4,4,5,4,1,2,2,2,5,5,5,2,4,4,4
US/Canada,Female,High school,A pet,21,White,"Single, never married",A student,Yes,More than a month,A little,5,5,5,3,5,1,5,4,5,5,5,5,5,4,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,3,3,2,3,5,5,5,5,4,1,4,1,1,2,2,2,3,1,2,4,1,2,2,4,3,2,3,4,3,3,4,4,4,2,5,3,4,1,3,4,4,4,4,4,4,4,4,4,2,3,2,4,2,2,3,2,2,3,4
Asia,Male,Undergraduate school,A garden,29,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,2,3,3,4,1,3,3,5,3,4,3,3,3,3,More than 3 years,"Adventure, RPG, Strategy",Everyday,4,4,4,2,4,5,5,5,5,4,1,4,1,2,4,4,3,2,2,4,2,2,1,2,4,4,2,4,3,3,3,4,5,4,2,1,1,4,2,3,3,3,3,1,4,4,4,4,3,1,3,1,4,4,4,5,2,4,2,4
US/Canada,Female,Undergraduate school,A pet,23,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,Worried,5,2,5,2,5,1,5,2,5,4,3,2,4,4,4,2-3 years,"Adventure, RPG, Simulation",Every week,4,2,3,3,2,5,5,5,5,4,1,4,1,1,3,3,3,3,3,3,4,1,1,4,3,2,1,1,4,2,1,4,4,4,1,1,1,4,2,4,1,4,4,2,4,5,5,5,3,2,2,1,2,1,1,1,1,3,1,1
US/Canada,Female,Graduate school and higher,Both,36,White,Divorced,Employed for wages,Yes,More than a month,Not at all,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,More than 3 years,RPG,Almost everyday,4,4,4,4,4,5,5,5,5,4,4,4,1,2,3,3,3,3,3,3,4,1,1,2,4,2,1,2,4,4,1,4,4,4,1,2,4,4,2,5,4,3,4,3,2,3,4,4,5,3,4,1,4,4,4,4,1,4,1,2
US/Canada,Female,Undergraduate school,A garden,27,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Very worried,3,2,4,2,5,2,4,2,5,5,3,3,5,5,5,More than 3 years,Puzzle,Everyday,3,4,3,2,3,5,5,5,5,3,1,4,1,1,2,2,2,3,1,3,3,1,1,1,3,3,1,3,5,4,3,5,5,4,1,5,2,5,1,5,3,5,5,3,5,5,5,5,4,2,2,2,4,4,4,2,1,4,1,1
Asia,Male,Undergraduate school,None,27,Asian,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,5,4,4,3,5,2,4,5,4,4,4,4,3,2,4,More than 3 years,"RPG, Simulation, Sports",Everyday,4,4,2,4,2,5,5,5,5,4,1,4,1,3,2,4,2,2,2,2,4,1,1,1,4,2,1,1,5,4,4,5,5,5,1,2,1,5,2,5,4,5,5,1,5,3,2,5,5,1,1,1,3,3,5,5,1,5,5,2
EU,Female,Undergraduate school,Both,24,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,4,4,5,4,5,5,4,4,4,5,5,1,5,5,5,0-1 years,Simulation,Everyday,4,4,3,4,2,5,5,1,4,4,2,4,2,1,2,3,3,4,3,3,4,1,2,3,4,2,1,3,5,4,5,5,5,5,1,1,1,3,1,4,3,5,5,1,4,4,4,4,4,2,3,1,5,3,4,5,2,3,3,1
Asia,Female,High school,A pet,14,Other,"Single, never married",A student,Yes,More than a month,Very worried,2,4,4,3,2,3,5,3,3,3,3,5,3,2,2,1-2 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,3,3,4,4,4,3,3,2,3,4,3,4,1,2,3,4,4,2,1,4,4,1,1,3,4,4,3,4,5,4,3,4,5,4,2,3,2,5,2,5,3,4,2,2,3,4,5,4,4,2,2,2,2,2,4,5,2,4,3,2
Asia,Female,Graduate school and higher,A pet,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,5,1,5,2,5,1,5,2,4,3,5,2,5,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,5,5,5,5,5,5,2,4,3,4,4,5,4,5,5,3,5,5,5,5,5,3,3,3,4,5,5,5,2,5,4,4
US/Canada,Female,Undergraduate school,A pet,29,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,1,4,2,4,2,5,5,4,2,2,4,5,3,5,More than 3 years,"Action, Adventure, RPG, Strategy",Everyday,3,3,2,3,2,5,5,3,4,4,4,4,2,2,1,4,4,1,2,3,3,2,3,1,4,3,2,3,4,4,4,5,5,5,2,4,3,4,4,5,4,4,3,3,4,5,5,5,4,3,4,3,5,5,4,3,3,5,5,5
Asia,Female,Undergraduate school,A pet,23,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,1,5,1,5,1,5,1,5,1,3,5,5,1,4,0-1 years,"Adventure, RPG, Simulation",Almost everyday,3,3,4,3,3,4,5,4,5,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,5,4,5,5,5,4,1,1,1,4,4,5,4,5,4,1,5,5,5,5,4,2,4,2,5,4,5,5,1,5,5,3
US/Canada,Female,Undergraduate school,A pet,29,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,4,2,5,1,4,1,5,2,5,3,3,4,4,3,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,4,3,4,2,2,5,5,5,5,4,4,4,1,2,2,3,3,4,4,4,4,2,1,2,4,3,2,2,5,3,2,5,5,5,1,2,1,5,1,5,5,5,4,1,5,5,5,5,5,1,1,1,5,4,4,5,1,5,5,1
Asia,Male,High school,A pet,20,Asian,"Single, never married",A student,Yes,More than a month,Very worried,3,2,4,2,5,1,5,2,5,5,2,5,4,5,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3,2,2,4,4,3,5,2,2,4,2,4,1,3,2,4,4,1,3,2,1,1,1,4,4,4,1,1,5,5,5,5,5,5,1,3,1,5,1,5,4,5,3,1,4,4,5,5,5,1,2,1,4,4,5,5,1,5,4,1
EU,Female,High school,Both,25,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,2,4,3,3,4,2,5,4,4,3,3,5,5,4,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,3,2,3,4,5,5,5,5,4,2,4,3,2,3,4,3,2,3,4,4,1,1,1,4,4,4,4,4,3,2,5,4,5,1,2,1,4,1,4,5,5,4,2,3,4,4,5,4,1,1,1,4,3,4,4,2,3,4,1
Asia,Female,Undergraduate school,None,25,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,1,3,5,1,5,1,5,1,5,1,5,4,2,4,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Everyday,3,4,4,4,1,5,5,4,5,4,3,4,4,4,4,3,2,4,3,4,4,3,3,1,3,4,4,4,5,5,5,5,5,5,1,4,4,5,4,4,5,5,5,3,5,5,5,5,5,3,3,3,5,5,5,5,3,5,5,3
US/Canada,Male,High school,None,19,White,"Single, never married",A student,Yes,More than a month,Worried,4,4,4,5,5,2,5,4,5,5,1,5,4,5,5,More than 3 years,RPG,Everyday,2,1,4,3,1,1,5,5,4,4,1,4,1,2,4,4,4,2,2,4,4,3,1,3,4,1,1,2,5,4,2,4,4,4,2,3,2,4,1,5,4,4,4,3,4,5,4,5,2,1,3,2,4,4,4,4,3,3,3,4
Asia,Male,Undergraduate school,Both,21,Asian,"Single, never married",A student,Yes,More than a month,Very worried,2,4,5,2,5,1,5,4,4,4,4,5,2,2,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,2,3,3,2,2,5,5,5,5,3,1,4,2,1,3,4,2,4,3,4,4,2,3,3,4,4,3,4,4,5,4,5,5,5,2,2,2,4,3,5,3,4,3,2,4,4,5,4,3,1,2,1,3,4,5,4,1,4,3,2
Asia,Female,Undergraduate school,Both,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,2,4,3,4,2,4,4,4,4,3,3,4,2,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3,4,3,2,1,5,5,5,5,4,1,3,1,1,4,3,3,1,3,3,4,2,1,1,2,1,1,2,4,4,2,5,5,5,1,1,2,4,2,5,2,4,4,1,4,2,4,4,2,2,4,2,4,2,4,4,2,4,4,4
US/Canada,Female,Graduate school and higher,A pet,24,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Very worried,5,4,4,3,4,5,5,4,4,5,5,5,3,4,5,More than 3 years,"Action, Adventure, Simulation, Point and click, first person shooter",Everyday,3,4,3,4,2,5,3,5,5,4,3,4,1,1,3,3,3,2,3,4,4,4,1,2,1,3,1,1,4,4,4,5,3,4,2,2,3,4,2,4,1,4,4,2,4,4,4,4,2,3,2,2,2,4,4,4,2,4,1,3
Asia,Female,Graduate school and higher,Both,21,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,5,1,5,1,5,1,5,3,3,5,1,5,1,5,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,2,3,4,4,4,5,5,5,5,4,1,4,1,2,4,4,4,1,4,4,4,1,3,1,4,4,3,4,5,1,5,5,5,5,2,2,1,5,3,5,5,5,3,5,5,2,5,5,5,2,5,2,5,5,5,5,5,5,3,5
US/Canada,Female,Graduate school and higher,A pet,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,5,4,4,4,5,4,4,5,5,5,4,4,3,4,5,0-1 years,"Adventure, Simulation, Strategy",Almost everyday,2,3,4,2,3,4,4,4,5,4,1,4,2,2,2,3,2,2,3,4,4,1,3,2,4,4,2,3,5,3,3,5,5,5,1,2,1,3,1,5,2,5,3,1,4,4,4,5,4,1,1,1,3,3,3,2,1,3,2,1
US/Canada,Female,Undergraduate school,A pet,21,White,"Single, never married",A student,Yes,More than a month,Very worried,5,4,5,3,5,2,5,5,5,5,4,5,5,5,5,More than 3 years,"Adventure, RPG",Almost everyday,4,4,4,3,3,5,5,5,4,4,2,3,2,1,3,4,2,4,3,3,3,3,2,1,4,4,3,4,5,4,3,5,5,5,1,1,1,4,1,5,5,5,4,1,5,1,5,5,5,2,1,1,5,3,4,5,2,5,5,2
US/Canada,Female,Undergraduate school,Both,21,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Very worried,1,4,4,2,5,3,4,2,5,5,2,4,4,2,5,0-1 years,"RPG, Simulation, Strategy",Everyday,4,4,3,4,4,5,5,5,5,4,2,4,1,1,3,3,3,3,3,4,4,1,2,2,4,4,1,3,5,5,4,5,5,5,1,2,3,5,2,5,5,5,5,2,5,5,5,5,2,2,2,2,4,4,5,5,2,5,4,2
US/Canada,Female,High school,Both,28,Asian,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,4,5,3,5,4,5,4,5,5,5,5,5,5,5,More than 3 years,"Action, Adventure, RPG, Simulation, MMORPG",Everyday,4,4,3,3,2,5,5,5,5,4,2,4,1,3,2,2,2,2,3,4,4,4,4,2,4,1,4,4,4,5,5,4,4,5,2,3,3,5,1,4,5,5,5,3,4,4,5,5,5,2,1,1,5,2,4,5,1,4,5,2
US/Canada,Female,Undergraduate school,A pet,24,White,"Single, never married",Employed for wages,Yes,More than a month,A little,5,4,5,3,5,1,5,2,5,5,4,5,3,5,5,More than 3 years,"Action, RPG, Strategy",Everyday,3,3,3,2,3,5,5,5,5,4,1,3,2,1,4,2,1,1,2,4,4,1,1,2,4,3,2,2,5,5,5,5,5,5,1,1,1,1,1,5,4,5,5,1,5,5,5,5,4,2,1,1,5,3,5,5,1,4,4,1
US/Canada,Male,Graduate school and higher,A pet,25,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,3,3,3,5,1,5,1,5,4,3,5,4,5,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,4,4,3,2,2,5,5,5,4,4,4,3,2,1,2,3,2,2,2,2,4,2,2,1,4,1,2,3,4,5,4,5,5,4,1,2,1,5,1,4,2,4,5,3,5,5,5,5,5,2,1,1,5,4,3,4,1,2,1,1
Asia,Female,Undergraduate school,A pet,26,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,4,4,5,1,5,1,5,4,5,5,4,5,4,3,5,More than 3 years,"Adventure, Simulation",Everyday,3,4,2,1,4,5,5,5,5,4,1,4,1,3,2,4,4,4,3,2,2,1,2,1,4,4,4,4,5,4,5,5,4,5,1,4,1,4,1,5,4,5,5,4,4,5,5,5,3,1,1,1,4,4,5,4,1,5,3,1
Asia,Female,Undergraduate school,None,21,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,3,5,4,4,2,4,3,3,4,3,5,2,3,4,More than 3 years,"RPG, Simulation",Almost everyday,3,2,3,2,2,5,5,5,5,4,2,3,1,1,3,3,4,1,2,3,4,2,2,1,3,4,2,2,5,4,3,5,5,4,3,3,4,4,1,3,4,4,4,3,2,1,2,4,3,2,4,1,3,3,5,4,2,4,5,4
US/Canada,Female,Graduate school and higher,A pet,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,5,2,5,1,5,4,5,3,4,5,4,4,5,More than 3 years,"Action, Adventure, RPG, Strategy",Everyday,4,4,3,2,2,5,5,2,3,4,2,3,1,3,2,3,3,1,2,4,4,4,2,3,4,2,3,1,5,3,4,5,5,4,1,3,3,3,2,3,5,4,4,2,4,5,5,4,2,1,1,1,5,4,4,5,1,4,5,1
US/Canada,Female,Undergraduate school,A pet,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,3,4,3,5,2,5,5,5,5,4,4,4,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,2,4,4,3,4,4,5,4,4,2,4,2,3,4,4,3,4,2,4,4,4,3,2,3,4,3,4,5,4,4,5,5,5,1,1,1,4,2,5,4,5,5,1,4,5,5,5,4,1,1,1,5,4,5,5,2,5,4,2
EU,Female,Undergraduate school,A garden,32,White,"Single, never married",Unable to work,Yes,More than a month,A little,3,3,4,2,4,2,4,4,4,5,1,5,5,4,4,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,4,4,2,2,2,5,5,4,3,4,2,4,1,3,2,2,3,1,2,2,4,1,1,2,4,3,1,2,4,4,3,5,5,5,3,3,3,4,1,5,5,5,5,2,3,3,4,4,4,3,1,2,5,3,3,4,3,2,4,2
Asia,Female,Undergraduate school,None,22,Asian,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,Worried,3,3,3,3,4,2,4,4,4,5,4,2,4,2,4,0-1 years,"Simulation, Strategy",Almost everyday,4,4,3,3,3,5,5,5,3,3,1,4,1,2,3,4,3,1,2,2,2,2,2,2,4,4,4,4,5,5,5,5,5,5,2,1,1,4,2,5,4,5,3,1,4,5,5,5,4,1,1,1,5,4,4,5,1,5,3,1
US/Canada,Male,Undergraduate school,A pet,21,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,2,5,1,5,1,5,4,5,4,4,4,5,5,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,4,4,4,3,2,5,5,5,5,4,1,4,1,4,4,4,3,2,3,4,4,3,1,1,4,2,1,3,5,4,5,5,5,5,1,1,3,5,1,5,5,5,5,1,5,5,5,5,5,2,1,5,5,5,5,5,2,5,5,1
Asia,Female,Graduate school and higher,Both,36,Asian,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,3,3,1,4,1,5,1,4,3,3,3,4,3,5,1,More than 3 years,Strategy,Everyday,3,3,3,1,2,4,4,4,4,4,2,4,1,2,2,4,3,3,3,4,4,2,2,2,3,2,2,3,4,4,4,5,5,5,1,2,1,3,3,4,1,4,3,1,4,5,4,5,4,1,4,1,5,5,5,2,1,5,1,2
